Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.0,0.0,0.347,3,24.02,24.17,22.72,25.66,1021,65,3.44,98,5,2022,7,19,15,1
0.0,0.0,0.376,3,23.43,23.53,21.72,24.79,1020,65,3.13,72,0,2022,7,19,16,1
0.0,0.0,0.368,2,23.78,23.86,23.34,24.54,1020,63,3.13,45,6,2022,7,19,17,1
0.135,0.0,0.247,1,23.86,23.92,20.72,24.04,1020,62,3.91,49,6,2022,7,19,18,1
1.554,0.0,0.067,0,22.52,22.58,19.72,24.56,1020,67,4.01,38,6,2022,7,19,19,1
0.43,0.0,0.013,0,20.86,20.93,18.72,21.26,1021,74,3.1,14,1,2022,7,19,20,1
0.602,0.0,0.0,0,18.42,18.54,17.72,19.54,1021,85,2.39,3,7,2022,7,19,21,1
0.0,0.506,0.0,0,18.07,18.2,17.72,19.01,1022,87,2.32,0,7,2022,7,19,22,1
0.0,0.425,0.0,0,17.37,17.46,16.72,18.43,1021,88,2.54,0,7,2022,7,19,23,1
0.0,0.411,0.0,0,17.82,17.88,15.72,18.12,1021,85,2.32,0,7,2022,7,20,0,2
0.0,0.354,0.0,0,17.36,17.42,16.68,18.12,1021,87,2.61,1,7,2022,7,20,1,2
0.0,0.329,0.0,0,16.76,16.79,15.72,18.12,1021,88,2.8,1,7,2022,7,20,2,2
0.0,0.269,0.0,0,16.71,16.76,14.72,18.12,1020,89,2.87,1,7,2022,7,20,3,2
0.0,0.23,0.0,0,16.65,16.67,13.72,18.12,1020,88,2.69,21,1,2022,7,20,4,2
0.0,0.2,0.0,0,16.13,16.12,13.72,18.12,1020,89,2.38,12,1,2022,7,20,5,2
0.0,0.187,0.006,0,15.6,15.57,13.72,15.7,1020,90,2.4,4,7,2022,7,20,6,2
0.0,0.122,0.155,0,18.13,18.22,16.72,18.48,1020,85,2.54,0,7,2022,7,20,7,2
0.0,0.0,0.273,2,19.82,19.95,18.72,20.34,1020,80,2.06,0,7,2022,7,20,8,2
0.0,0.0,0.179,3,22.85,22.97,20.72,23.54,1020,68,1.57,0,7,2022,7,20,9,2
0.0,0.0,0.193,4,25.13,25.27,21.72,26.07,1020,60,0.86,0,7,2022,7,20,10,2
0.0,0.0,0.194,4,26.62,26.62,22.72,27.6,1020,55,0.26,0,7,2022,7,20,11,2
0.0,0.0,0.238,4,23.27,23.01,22.72,29.79,1020,52,0.95,0,7,2022,7,20,12,2
0.0,0.0,0.289,4,24.22,24.03,23.72,32.01,1019,51,1.53,0,7,2022,7,20,13,2
0.0,0.0,0.296,4,25.97,25.97,23.72,33.12,1018,50,2.01,0,7,2022,7,20,14,2
0.0,0.0,0.299,4,32.39,31.39,24.72,33.68,1018,31,2.41,0,7,2022,7,20,15,2
0.0,0.0,0.285,3,32.79,32.69,22.72,34.23,1017,36,2.76,0,7,2022,7,20,16,2
0.0,0.0,0.258,3,31.82,33.16,23.72,33.68,1017,46,3.09,0,7,2022,7,20,17,2
0.066,0.0,0.259,2,30.74,32.19,22.72,32.57,1017,50,3.03,0,7,2022,7,20,18,2
1.216,0.0,0.051,0,29.2,30.75,21.72,30.9,1017,56,2.43,0,7,2022,7,20,19,2
0.933,0.0,0.008,0,25.61,26.11,20.72,26.48,1017,72,2.08,0,7,2022,7,20,20,2
0.501,0.0,0.0,0,18.27,18.11,17.72,26.45,1017,75,1.75,0,7,2022,7,20,21,2
0.0,0.421,0.0,0,20.04,20.03,17.72,24.79,1018,74,1.06,0,7,2022,7,20,22,2
0.0,0.341,0.0,0,18.8,18.72,16.72,23.12,1018,76,0.3,0,7,2022,7,20,23,2
0.0,0.416,0.0,0,19.13,19.11,17.72,22.01,1017,77,0.33,0,7,2022,7,21,0,3
0.0,0.511,0.0,0,18.25,18.27,16.72,20.66,1017,82,0.68,0,7,2022,7,21,1,3
0.0,0.41,0.0,0,17.81,17.84,16.72,19.79,1017,84,0.81,0,7,2022,7,21,2,3
0.0,0.369,0.0,0,18.18,18.3,17.72,18.99,1017,86,1.11,0,7,2022,7,21,3,3
0.0,0.517,0.0,0,17.94,18.09,17.23,18.43,1017,88,1.26,0,7,2022,7,21,4,3
0.0,0.376,0.0,0,17.87,18.01,16.12,18.43,1016,88,0.98,0,7,2022,7,21,5,3
0.0,0.321,0.005,0,20.59,20.82,16.12,20.7,1016,81,0.69,44,6,2022,7,21,6,3
0.0,0.154,0.118,0,21.8,22.12,17.72,21.82,1017,80,0.73,0,7,2022,7,21,7,3
0.053,0.0,0.252,2,24.41,24.79,17.72,24.59,1017,72,0.84,0,7,2022,7,21,8,3
0.0,0.0,0.219,3,25.21,25.59,19.72,26.14,1017,69,1.29,0,7,2022,7,21,9,3
0.0,0.0,0.222,4,27.18,28.72,25.01,28.22,1017,65,1.11,3,7,2022,7,21,10,3
0.0,0.0,0.23,4,28.3,30.15,21.72,33.68,1017,62,1.46,3,7,2022,7,21,11,3
0.0,0.0,0.252,4,22.14,21.98,21.72,33.68,1017,60,2.11,5,7,2022,7,21,12,3
0.0,0.0,0.433,4,22.97,22.84,22.72,34.23,1017,58,2.96,4,7,2022,7,21,13,3
0.0,0.0,0.276,4,23.41,23.4,19.72,34.79,1017,61,3.12,1,7,2022,7,21,14,3
0.0,0.0,0.233,4,30.19,31.85,21.72,36.23,1017,53,2.81,0,7,2022,7,21,15,3
0.0,0.0,0.321,3,30.14,31.59,21.72,34.23,1017,52,2.92,0,7,2022,7,21,16,3
0.0,0.0,0.391,2,29.57,31.35,20.72,32.57,1016,56,2.97,0,7,2022,7,21,17,3
0.101,0.0,0.298,1,27.51,28.66,20.72,32.57,1016,59,2.56,0,7,2022,7,21,18,3
0.394,0.0,0.049,0,25.92,26.21,19.72,29.23,1016,63,2.51,1,7,2022,7,21,19,3
0.339,0.0,0.004,0,22.97,23.49,18.34,23.71,1016,83,1.93,3,7,2022,7,21,20,3
0.366,0.0,0.0,0,21.71,22.05,17.72,21.82,1017,81,1.73,25,6,2022,7,21,21,3
0.0,0.419,0.0,0,21.04,21.39,17.72,23.68,1018,84,1.5,49,6,2022,7,21,22,3
0.0,0.477,0.0,0,20.02,20.32,17.23,23.12,1018,86,1.11,39,6,2022,7,21,23,3
0.0,0.346,0.0,0,19.49,19.82,17.23,22.57,1018,89,0.45,8,7,2022,7,22,0,4
0.0,0.262,0.0,0,18.97,19.27,17.23,21.45,1017,90,0.77,27,6,2022,7,22,1,4
0.0,0.284,0.0,0,18.43,18.7,16.68,20.34,1017,91,0.74,66,0,2022,7,22,2,4
0.0,0.32,0.0,0,17.91,18.16,16.68,19.79,1017,92,0.72,73,0,2022,7,22,3,4
0.0,0.241,0.0,0,17.38,17.6,16.68,17.72,1017,93,0.53,81,0,2022,7,22,4,4
0.0,0.219,0.0,0,17.38,17.63,16.68,17.88,1017,94,0.59,100,5,2022,7,22,5,4
0.0,0.215,0.0,0,17.35,17.6,16.68,17.37,1017,94,1.06,96,5,2022,7,22,6,4
0.0,0.266,0.014,0,17.36,17.61,16.68,17.88,1018,94,1.25,83,0,2022,7,22,7,4
0.661,0.0,0.084,0,18.0,18.05,17.72,21.45,1017,84,1.5,56,0,2022,7,22,8,4
0.0,0.0,0.194,2,23.05,23.5,22.04,23.95,1018,80,1.86,20,1,2022,7,22,9,4
0.0,0.0,0.198,4,24.69,25.17,18.72,25.54,1018,75,0.38,82,0,2022,7,22,10,4
0.0,0.0,0.288,4,26.31,26.31,25.25,27.57,1018,68,0.69,29,6,2022,7,22,11,4
0.0,0.0,0.253,4,23.45,23.5,21.72,28.68,1018,63,1.62,6,7,2022,7,22,12,4
0.0,0.0,0.194,4,23.88,23.86,21.72,30.34,1018,59,2.44,0,7,2022,7,22,13,4
0.0,0.0,0.188,4,24.91,24.89,23.72,30.9,1017,55,3.08,4,7,2022,7,22,14,4
0.0,0.0,0.38,4,25.06,24.98,23.72,32.01,1017,52,3.45,27,6,2022,7,22,15,4
0.0,0.0,0.358,3,25.06,24.93,23.72,31.45,1016,50,3.64,34,6,2022,7,22,16,4
0.0,0.0,0.402,2,30.27,32.16,23.72,30.9,1016,54,3.99,9,7,2022,7,22,17,4
0.098,0.0,0.286,1,30.05,31.79,27.32,30.15,1016,54,3.92,1,7,2022,7,22,18,4
0.255,0.0,0.045,0,28.68,30.37,21.72,29.04,1016,59,3.43,0,7,2022,7,22,19,4
0.822,0.0,0.006,0,20.11,19.8,19.72,24.79,1016,62,3.26,0,7,2022,7,22,20,4
0.471,0.0,0.0,0,20.62,20.43,18.72,23.43,1017,65,2.84,0,7,2022,7,22,21,4
0.0,0.424,0.0,0,20.38,20.12,18.72,22.88,1017,63,2.15,0,7,2022,7,22,22,4
0.0,0.381,0.0,0,19.37,19.09,17.72,21.77,1017,66,1.91,0,7,2022,7,22,23,4
0.0,0.433,0.0,0,19.33,19.22,17.72,21.77,1017,73,1.86,0,7,2022,7,23,0,5
0.0,0.259,0.0,0,18.52,18.46,16.72,21.21,1017,78,1.83,0,7,2022,7,23,1,5
0.0,0.189,0.0,0,21.54,21.84,16.72,21.82,1017,80,1.71,3,7,2022,7,23,2,5
0.0,0.183,0.0,0,20.99,21.21,16.45,21.26,1017,79,1.65,7,7,2022,7,23,3,5
0.0,0.18,0.0,0,20.46,20.7,15.9,20.7,1017,82,1.52,0,7,2022,7,23,4,5
0.0,0.177,0.0,0,19.85,19.93,14.72,20.15,1017,78,1.45,0,7,2022,7,23,5,5
0.0,0.171,0.004,0,19.99,20.19,14.72,20.15,1017,82,1.26,0,7,2022,7,23,6,5
0.0,0.07,0.126,1,22.25,22.49,17.72,22.37,1017,75,1.33,0,7,2022,7,23,7,5
0.057,0.0,0.31,2,25.03,25.23,20.72,25.15,1017,63,0.77,0,7,2022,7,23,8,5
0.226,0.0,0.433,3,26.14,26.14,21.72,26.26,1017,63,0.31,0,7,2022,7,23,9,5
0.006,0.0,0.495,3,27.18,28.16,21.72,28.1,1018,58,0.57,0,7,2022,7,23,10,5
0.154,0.0,0.757,3,28.41,29.58,21.72,29.44,1017,56,0.33,0,7,2022,7,23,11,5
0.0,0.0,0.306,4,29.45,30.69,21.72,33.68,1017,53,1.16,0,7,2022,7,23,12,5
0.105,0.0,0.678,3,31.91,31.81,22.72,34.23,1017,38,2.0,0,7,2022,7,23,13,5
0.0,0.0,0.348,4,32.93,33.46,24.72,35.34,1016,39,2.77,0,7,2022,7,23,14,5
0.0,0.0,0.294,4,31.82,32.75,22.72,35.9,1016,44,3.36,0,7,2022,7,23,15,5
0.0,0.0,0.403,3,31.75,32.27,21.72,35.9,1016,42,3.39,0,7,2022,7,23,16,5
0.0,0.0,0.266,3,31.23,31.37,21.72,34.79,1016,41,3.16,0,7,2022,7,23,17,5
0.098,0.0,0.223,2,30.68,30.12,19.72,34.23,1016,37,2.9,0,7,2022,7,23,18,5
0.294,0.0,0.042,0,28.94,28.82,18.72,32.57,1016,43,2.45,0,7,2022,7,23,19,5
0.286,0.0,0.005,0,19.35,19.25,17.72,22.88,1016,73,1.69,0,7,2022,7,23,20,5
0.286,0.0,0.0,0,18.14,18.05,16.72,21.21,1016,78,1.01,0,7,2022,7,23,21,5
0.0,0.292,0.0,0,18.01,17.77,16.72,25.9,1017,73,0.75,0,7,2022,7,23,22,5
0.0,0.278,0.0,0,22.0,22.06,16.72,24.23,1017,69,2.0,0,7,2022,7,23,23,5
0.0,0.277,0.0,0,17.53,17.53,16.68,23.12,1018,84,1.95,0,7,2022,7,24,0,6
0.0,0.321,0.0,0,20.49,20.58,16.68,22.01,1018,76,1.47,0,7,2022,7,24,1,6
0.0,0.285,0.0,0,19.45,19.59,16.68,20.9,1018,82,1.44,1,7,2022,7,24,2,6
0.0,0.266,0.0,0,18.43,18.47,16.12,20.34,1017,82,1.08,8,7,2022,7,24,3,6
0.0,0.166,0.0,0,18.41,18.47,16.12,19.79,1017,83,0.64,21,1,2022,7,24,4,6
0.0,0.161,0.0,0,17.39,17.48,16.12,18.68,1017,88,0.68,27,6,2022,7,24,5,6
0.0,0.184,0.0,0,17.4,17.57,16.68,19.23,1018,91,1.81,43,6,2022,7,24,6,6
0.0,0.174,0.014,0,16.84,16.98,16.72,18.43,1019,92,2.0,85,5,2022,7,24,7,6
0.125,0.0,0.055,0,17.26,17.34,16.72,18.43,1019,88,1.54,100,5,2022,7,24,8,6
0.114,0.0,0.096,0,21.49,21.86,16.72,22.13,1019,83,1.55,95,5,2022,7,24,9,6
0.026,0.0,0.179,1,22.62,23.0,17.72,23.52,1020,79,1.54,100,5,2022,7,24,10,6
0.025,0.0,0.205,2,23.94,24.35,18.72,24.83,1020,75,1.74,99,5,2022,7,24,11,6
0.0,0.0,0.402,3,21.98,22.04,20.72,29.79,1020,69,1.94,91,5,2022,7,24,12,6
0.0,0.0,1.08,2,22.41,22.46,20.72,31.45,1019,67,2.22,17,1,2022,7,24,13,6
0.12,0.0,0.943,2,23.09,23.15,21.72,32.01,1019,65,2.74,1,7,2022,7,24,14,6
0.0,0.0,0.412,3,27.5,28.39,20.72,31.45,1019,56,3.25,3,7,2022,7,24,15,6
0.0,0.0,0.439,3,28.0,28.82,20.72,31.45,1019,54,3.49,2,7,2022,7,24,16,6
0.0,0.0,0.313,3,27.42,28.29,19.72,30.9,1019,56,3.29,3,7,2022,7,24,17,6
0.009,0.0,0.241,2,25.32,25.5,19.72,29.79,1019,61,3.33,3,7,2022,7,24,18,6
0.456,0.0,0.048,0,23.22,23.32,18.72,27.57,1019,66,3.57,22,1,2022,7,24,19,6
0.325,0.0,0.007,0,20.62,20.67,17.72,20.7,1020,74,3.12,26,6,2022,7,24,20,6
0.642,0.0,0.0,0,18.94,19.06,16.72,22.01,1021,83,2.52,9,7,2022,7,24,21,6
0.0,0.512,0.0,0,17.85,17.96,15.72,20.34,1021,87,1.67,3,7,2022,7,24,22,6
0.0,0.49,0.0,0,17.32,17.41,15.72,19.23,1021,88,1.16,3,7,2022,7,24,23,6
0.0,0.342,0.0,0,17.3,17.38,15.72,18.12,1021,88,0.95,2,7,2022,7,25,0,0
0.0,0.221,0.0,0,16.75,16.83,14.72,17.88,1021,90,1.53,3,7,2022,7,25,1,0
0.0,0.201,0.0,0,16.71,16.81,14.72,16.82,1020,91,1.99,5,7,2022,7,25,2,0
0.0,0.242,0.0,0,16.13,16.2,13.72,16.26,1020,92,2.06,16,1,2022,7,25,3,0
0.0,0.238,0.0,0,15.69,15.72,15.01,15.7,1020,92,1.69,2,7,2022,7,25,4,0
0.0,0.23,0.0,0,16.23,16.31,14.45,16.26,1020,92,1.63,2,7,2022,7,25,5,0
0.0,0.227,0.004,0,16.07,16.13,12.72,16.26,1021,92,1.98,2,7,2022,7,25,6,0
0.0,0.16,0.138,0,18.45,18.62,16.72,20.66,1021,87,2.01,5,7,2022,7,25,7,0
0.006,0.0,0.3,2,20.55,20.72,17.72,21.45,1021,79,2.18,1,7,2022,7,25,8,0
0.0,0.0,0.222,3,20.76,20.64,20.72,24.79,1021,67,2.55,1,7,2022,7,25,9,0
0.0,0.0,0.224,4,24.45,24.7,21.72,27.01,1021,67,1.32,2,7,2022,7,25,10,0
0.0,0.0,0.22,4,23.15,22.93,22.72,29.23,1021,54,2.05,0,7,2022,7,25,11,0
0.0,0.0,0.234,4,28.25,29.14,23.72,30.34,1021,54,2.85,1,7,2022,7,25,12,0
0.0,0.0,0.222,4,29.26,30.14,22.72,29.79,1021,51,3.7,1,7,2022,7,25,13,0
0.0,0.0,0.223,4,30.31,31.52,22.72,31.45,1020,50,4.13,0,7,2022,7,25,14,0
0.0,0.0,0.228,4,30.76,31.69,22.72,31.26,1020,47,4.53,0,7,2022,7,25,15,0
0.0,0.0,0.225,3,30.68,31.74,21.72,31.26,1020,48,5.14,0,7,2022,7,25,16,0
0.0,0.0,0.219,3,30.13,31.93,21.72,30.7,1020,54,5.15,0,7,2022,7,25,17,0
0.129,0.0,0.266,1,29.07,30.27,21.72,29.59,1020,54,4.56,1,7,2022,7,25,18,0
1.308,0.0,0.038,0,26.95,27.88,20.72,27.57,1020,58,3.45,0,7,2022,7,25,19,0
0.501,0.0,0.004,0,20.54,20.58,19.72,22.32,1020,74,2.63,0,7,2022,7,25,20,0
0.601,0.0,0.0,0,20.37,20.5,19.72,21.77,1020,78,2.16,0,7,2022,7,25,21,0
0.0,0.439,0.0,0,21.07,21.16,18.72,22.87,1020,74,1.76,0,7,2022,7,25,22,0
0.0,0.489,0.0,0,18.83,18.73,17.72,21.21,1021,75,2.13,0,7,2022,7,25,23,0
0.0,0.333,0.0,0,18.9,18.8,17.72,20.9,1021,75,2.13,0,7,2022,7,26,0,1
0.0,0.31,0.0,0,18.32,18.22,16.72,20.66,1020,77,1.99,0,7,2022,7,26,1,1
0.0,0.286,0.0,0,17.51,17.51,15.72,20.1,1020,84,1.93,0,7,2022,7,26,2,1
0.0,0.271,0.0,0,17.27,17.3,15.72,19.54,1019,86,1.91,0,7,2022,7,26,3,1
0.0,0.267,0.0,0,17.24,17.32,15.72,19.54,1019,88,1.76,0,7,2022,7,26,4,1
0.0,0.267,0.0,0,17.24,17.32,15.72,19.54,1019,88,1.85,0,7,2022,7,26,5,1
0.0,0.264,0.002,0,19.39,19.5,15.72,19.59,1019,81,1.54,0,7,2022,7,26,6,1
0.0,0.26,0.137,0,21.72,21.96,19.72,21.82,1019,77,1.44,1,7,2022,7,26,7,1
0.079,0.0,0.234,2,24.49,24.69,22.01,24.59,1019,65,1.67,0,7,2022,7,26,8,1
0.0,0.0,0.224,3,25.04,25.17,22.72,26.12,1019,60,2.38,0,7,2022,7,26,9,1
0.0,0.0,0.227,4,26.19,26.19,24.72,27.23,1020,54,2.01,0,7,2022,7,26,10,1
0.0,0.0,0.217,4,27.68,28.18,22.72,28.68,1019,51,2.75,0,7,2022,7,26,11,1
0.0,0.0,0.317,4,27.68,28.26,22.72,29.23,1019,52,3.73,1,7,2022,7,26,12,1
0.0,0.0,0.192,4,28.78,29.16,23.72,30.9,1019,48,4.39,1,7,2022,7,26,13,1
0.0,0.0,0.195,4,28.73,29.2,22.72,32.01,1019,49,4.71,0,7,2022,7,26,14,1
0.0,0.0,0.194,4,29.25,29.62,22.72,31.45,1018,47,4.94,0,7,2022,7,26,15,1
0.0,0.0,0.187,4,28.74,29.0,22.72,30.9,1018,47,4.88,1,7,2022,7,26,16,1
0.0,0.0,0.346,2,27.63,27.97,21.72,29.79,1018,49,4.66,4,7,2022,7,26,17,1
0.104,0.0,0.293,0,26.47,26.47,19.72,28.68,1017,51,4.24,1,7,2022,7,26,18,1
0.307,0.0,0.037,0,24.89,24.84,19.72,26.45,1017,54,3.19,0,7,2022,7,26,19,1
0.302,0.0,0.004,0,20.99,21.16,20.01,21.7,1017,77,1.84,0,7,2022,7,26,20,1
0.209,0.0,0.0,0,20.2,20.47,16.72,21.15,1017,84,1.4,0,7,2022,7,26,21,1
0.0,0.369,0.0,0,19.12,19.33,16.72,20.3,1018,86,0.98,0,7,2022,7,26,22,1
0.0,0.422,0.0,0,16.93,16.95,15.72,19.54,1018,87,1.05,0,7,2022,7,26,23,1
0.0,0.337,0.0,0,16.35,16.26,14.72,19.23,1017,85,0.91,0,7,2022,7,27,0,2
0.0,0.272,0.0,0,16.15,16.04,14.72,18.43,1017,85,0.94,0,7,2022,7,27,1,2
0.0,0.189,0.0,0,15.38,15.27,13.72,17.88,1016,88,0.85,0,7,2022,7,27,2,2
0.0,0.197,0.0,0,14.77,14.65,12.72,17.88,1016,90,1.14,1,7,2022,7,27,3,2
0.0,0.188,0.0,0,15.14,15.09,13.72,17.32,1016,91,1.06,2,7,2022,7,27,4,2
0.0,0.191,0.0,0,16.67,16.53,13.72,16.82,1016,82,1.07,1,7,2022,7,27,5,2
0.0,0.17,0.002,0,16.71,16.63,14.45,16.82,1016,84,0.86,1,7,2022,7,27,6,2
0.0,0.253,0.135,0,19.09,19.07,15.72,19.59,1017,77,1.38,1,7,2022,7,27,7,2
0.025,0.0,0.29,2,20.62,20.62,17.72,20.7,1017,72,1.76,1,7,2022,7,27,8,2
0.0,0.0,0.249,3,22.22,22.27,16.72,22.37,1017,68,2.21,1,7,2022,7,27,9,2
0.0,0.0,0.255,4,23.9,23.96,18.72,24.04,1017,62,1.75,3,7,2022,7,27,10,2
0.0,0.0,0.293,4,25.03,25.16,20.72,25.15,1017,60,2.75,0,7,2022,7,27,11,2
0.0,0.0,0.437,4,21.84,21.57,21.72,28.12,1016,57,3.63,0,7,2022,7,27,12,2
0.0,0.0,0.433,4,28.09,28.84,20.72,30.34,1016,53,4.13,0,7,2022,7,27,13,2
0.0,0.0,0.303,4,28.67,29.24,21.72,31.45,1015,50,4.37,0,7,2022,7,27,14,2
0.0,0.0,0.303,4,28.62,29.4,20.72,32.01,1015,52,4.71,0,7,2022,7,27,15,2
0.0,0.0,0.366,3,28.09,28.74,20.72,32.57,1015,52,5.17,0,7,2022,7,27,16,2
0.0,0.0,0.358,2,27.43,27.99,19.72,30.9,1015,52,5.42,0,7,2022,7,27,17,2
0.152,0.0,0.279,1,26.37,26.37,19.72,30.34,1015,54,5.1,0,7,2022,7,27,18,2
0.973,0.0,0.039,0,24.19,24.21,17.72,28.12,1015,59,4.57,3,7,2022,7,27,19,2
1.045,0.0,0.004,0,21.93,21.85,16.72,22.37,1016,64,3.84,3,7,2022,7,27,20,2
0.746,0.0,0.0,0,16.93,16.69,15.72,19.54,1016,77,2.99,1,7,2022,7,27,21,2
0.0,0.769,0.0,0,19.36,19.23,15.72,20.9,1017,72,1.67,30,6,2022,7,27,22,2
0.0,0.469,0.0,0,16.52,16.39,15.72,20.34,1017,83,1.79,12,1,2022,7,27,23,2
0.0,0.277,0.0,0,17.82,17.67,15.72,19.23,1017,77,1.42,2,7,2022,7,28,0,3
0.0,0.211,0.0,0,17.3,17.15,15.57,18.68,1017,79,1.11,0,7,2022,7,28,1,3
0.0,0.235,0.0,0,16.73,16.55,14.72,17.57,1016,80,0.83,1,7,2022,7,28,2,3
0.0,0.222,0.0,0,16.68,16.57,13.72,17.32,1016,83,0.61,30,6,2022,7,28,3,3
0.0,0.193,0.0,0,15.64,15.48,13.72,16.77,1016,85,0.59,0,7,2022,7,28,4,3
0.0,0.19,0.0,0,15.62,15.43,13.72,16.21,1016,84,0.49,1,7,2022,7,28,5,3
0.0,0.186,0.004,0,16.12,16.01,13.72,16.45,1016,85,0.59,5,7,2022,7,28,6,3
0.0,0.301,0.101,0,18.43,18.37,16.72,18.48,1016,78,0.83,25,6,2022,7,28,7,3
0.231,0.0,0.177,1,20.03,19.99,17.72,21.45,1016,73,1.22,51,0,2022,7,28,8,3
0.0,0.0,0.22,2,21.77,21.73,20.72,22.23,1016,66,2.03,49,6,2022,7,28,9,3
0.0,0.0,0.213,3,24.4,24.44,20.72,25.9,1016,59,2.26,82,0,2022,7,28,10,3
0.0,0.0,0.253,4,25.45,25.62,20.72,28.12,1016,60,3.11,74,0,2022,7,28,11,3
0.0,0.0,0.279,4,25.93,26.09,19.72,28.68,1016,58,4.08,62,0,2022,7,28,12,3
0.0,0.0,0.357,4,22.42,22.47,19.72,29.79,1016,67,4.76,57,0,2022,7,28,13,3
0.0,0.0,0.325,4,27.45,28.5,19.72,30.34,1016,58,4.41,69,0,2022,7,28,14,3
0.0,0.0,0.346,4,27.45,28.33,19.72,30.9,1015,56,4.1,79,0,2022,7,28,15,3
0.0,0.0,0.377,3,27.45,28.41,19.72,30.9,1015,57,4.54,43,6,2022,7,28,16,3
0.0,0.0,0.345,2,26.39,26.39,19.72,29.79,1015,60,4.65,0,7,2022,7,28,17,3
0.071,0.0,0.265,1,25.28,25.48,18.72,27.57,1015,62,4.89,0,7,2022,7,28,18,3
0.29,0.0,0.038,0,23.15,23.35,17.72,25.9,1015,70,4.4,0,7,2022,7,28,19,3
0.328,0.0,0.004,0,21.7,21.88,17.72,21.82,1016,75,3.31,0,7,2022,7,28,20,3
0.474,0.0,0.0,0,20.61,20.82,17.72,20.7,1016,80,2.85,0,7,2022,7,28,21,3
0.0,0.464,0.0,0,19.41,19.55,16.72,20.34,1017,82,2.55,0,7,2022,7,28,22,3
0.0,0.495,0.0,0,18.9,19.01,16.68,20.34,1017,83,2.41,0,7,2022,7,28,23,3
0.0,0.359,0.0,0,18.34,18.48,15.72,19.79,1017,86,2.17,0,7,2022,7,29,0,4
0.0,0.392,0.0,0,17.82,17.93,15.72,19.79,1016,87,1.92,0,7,2022,7,29,1,4
0.0,0.402,0.0,0,17.77,17.87,14.72,18.68,1016,87,1.77,0,7,2022,7,29,2,4
0.0,0.402,0.0,0,17.36,17.48,16.12,18.12,1016,89,1.66,0,7,2022,7,29,3,4
0.0,0.38,0.0,0,16.83,16.92,16.12,17.57,1016,90,1.72,0,7,2022,7,29,4,4
0.0,0.384,0.0,0,17.17,17.27,13.72,17.37,1016,89,1.95,0,7,2022,7,29,5,4
0.0,0.358,0.001,0,16.76,16.84,15.01,17.01,1017,90,2.28,0,7,2022,7,29,6,4
0.0,0.163,0.13,0,19.4,19.54,16.72,19.79,1017,82,2.24,1,7,2022,7,29,7,4
0.0,0.0,0.291,2,21.72,21.91,19.72,22.57,1017,75,2.49,1,7,2022,7,29,8,4
0.0,0.0,0.306,3,23.35,23.57,20.72,24.79,1017,70,3.2,1,7,2022,7,29,9,4
0.0,0.0,0.346,3,22.91,22.9,22.72,26.45,1017,63,1.99,2,7,2022,7,29,10,4
0.0,0.0,0.304,4,27.15,28.12,22.72,28.68,1017,58,1.94,1,7,2022,7,29,11,4
0.0,0.0,0.298,4,23.27,23.11,22.72,28.68,1017,56,2.54,2,7,2022,7,29,12,4
0.0,0.0,0.37,4,29.83,30.8,23.72,30.15,1016,50,3.25,3,7,2022,7,29,13,4
0.025,0.0,0.65,3,31.72,33.2,28.9,31.82,1016,47,3.92,2,7,2022,7,29,14,4
0.0,0.0,0.354,4,31.84,32.98,23.72,32.37,1015,45,4.42,0,7,2022,7,29,15,4
0.0,0.0,0.312,3,31.78,32.89,22.72,32.37,1015,45,4.67,0,7,2022,7,29,16,4
0.0,0.0,0.295,3,31.82,33.37,23.72,32.37,1015,47,4.72,0,7,2022,7,29,17,4
0.056,0.0,0.246,1,31.32,32.95,23.72,31.82,1015,49,4.73,0,7,2022,7,29,18,4
0.277,0.0,0.039,0,29.8,31.22,22.72,30.15,1015,53,4.43,0,7,2022,7,29,19,4
0.275,0.0,0.004,0,21.18,21.02,20.72,27.01,1015,64,4.19,0,7,2022,7,29,20,4
0.36,0.0,0.0,0,23.95,24.07,22.77,24.8,1016,64,3.82,0,7,2022,7,29,21,4
0.0,0.313,0.0,0,20.56,20.26,18.72,24.54,1016,61,3.23,0,7,2022,7,29,22,4
0.0,0.463,0.0,0,20.86,20.65,18.72,23.99,1016,63,2.97,0,7,2022,7,29,23,4
0.0,0.403,0.0,0,21.23,21.13,19.72,23.43,1016,66,2.57,0,7,2022,7,30,0,5
0.0,0.201,0.0,0,20.42,20.35,18.72,22.88,1016,70,2.48,0,7,2022,7,30,1,5
0.0,0.207,0.0,0,18.8,18.67,16.72,21.77,1015,74,2.4,0,7,2022,7,30,2,5
0.0,0.266,0.0,0,19.33,19.28,17.72,21.77,1015,75,2.42,0,7,2022,7,30,3,5
0.0,0.201,0.0,0,18.45,18.34,16.72,21.21,1015,76,2.43,0,7,2022,7,30,4,5
0.0,0.201,0.0,0,17.63,17.46,15.72,20.66,1015,77,2.55,0,7,2022,7,30,5,5
0.0,0.199,0.001,0,18.05,17.89,15.72,21.77,1016,76,2.81,0,7,2022,7,30,6,5
0.0,0.106,0.113,1,25.7,25.76,18.72,25.7,1016,55,3.14,0,7,2022,7,30,7,5
